iniciat,R
injekt,R
ink,R
inklin,R
inokul,R
insekt,R
insid,R
insign,R
insist,R
inspektor,R
inspir,R
instal,R
instanc,R
instig,R
instinkt,R
institut,R
instru,R
instrukci,R
instrument,R
insul,R
insult,R
int,S
intelekt,R
inteligent,R
intenc,R
inter,Z
interes,R
interjekci,R
intermit,R
intern,R
interpelaci,R
interpret,R
interpunkci,R
intest,R
intim,R
intrig,R
inund,R
invalid,R
invent,R
invit,R
io,U
iom,X
ir,R
ironi,R
is,T
ism,S
ist,S
Iszrael,R
it,S
iu,V
iv,S
izol,R
Izrael,R
j,T
ja,X
jak,R
jam,X
januar,R
Januar,R
jar,R
jasmen,R
je,Z
jehov,R
jen,X
jes,X
Jo,R
Johan,R
ju,X
jubile,R
jug,R
jugland,R
juĝ,R
juk,R
juli,R
Juli,R
jun,R
jung,R
juni,R
Juni,R
juniper,R
jup,R
jur,R
just,R
juvel,R
ĵaluz,R
ĵaŭd,R
ĵet,R
ĵongl,R
ĵur,R
ĵurnal,R
ĵus,X
kaban,R
kabinet,R
kaĉ,R
kadr,R
kaduk,R
kaf,R
kaĝ,R
kahel,R
kaj,X
kajer,R
kajut,R
kaka,R
kakt,R
kal,R
kaldron,R
kalendar,R
kaleŝ,R
kalfatr,R
kalik,R
kalikot,R
kalk,R
kalkan,R
kalkanum,R
kalkul,R
kalson,R
kalumni,R
kamarad,R
kambi,R
kambr,R
kamel,R
kamen,R
kamer,R
kamfor,R
kamion,R
kamizol,R
kamlot,R
kamomil,R
kamp,R
kan,R
kanab,R
kanajl,R
kanal,R
kanap,R
kanari,R
kancelari,R
kancelier,R
kand,R
kandel,R
kandidat,R
kankr,R
kant,R
kantarid,R
kantor,R
kanvas,R
kanzon,R
kap,R
kapabl,R
kapel,R
kapital,R
kapitan,R
kapitel,R
kapitulac,R
kapon,R
kapor,R
kapot,R
kapr,R
kapreol,R
kapric,R
kapsul,R
kapt,R
kapucen,R
kapuĉ,R
kar,R
karaben,R
karaf,R
karakter,R
karas,R
karb,R
kard,R
kardel,R
kares,R
kariofil,R
karmin,R
karn,R
karnaval,R
karo,R
karob,R
karot,R
karp,R
karpen,R
kart,R
kartav,R
kartilag,R
kartoĉ,R
karton,R
karusel,R
kas,R
kaserol,R
kask,R
kasked,R
kastel,R
kastor,R
kastr,R
kaŝ,R
kaŝtan,R
kat,R
katalog,R
kataplasm,R
katar,R
katarakt,R
katastrof,R
kategori,R
katen,R
katun,R
kaŭĉuk,R
kaŭteriz,R
kaŭz,R
kav,R
kavalir,R
kavern,R
kaviar,R
kaz,R
kaze,R
ke,X
kegl,R
kejl,R
kel,R
kelk,R
kelner,R
kemi,R
ken,R
ker,R
kern,R
kerub,R
kest,R
kia,V
kial,X
kiam,X
kie,U
kiel,X
kies,X
kil,R
kilogram,R
kilometr,R
kin,R
kio,U
kiom,X
kiras,R
kirl,R
kirurg,R
kirurgi,R
kis,R
kitel,R
kiu,V
klaft,R
klak,R
klap,R
klar,R
klarnet,R
klas,R
klasik,R
klav,R
kler,R
klient,R
klimat,R
klin,R
kling,R
klinik,R
klister,R
klopod,R
kloŝ,R
klub,R
kluz,R
knab,R
kned,R
koaks,R
kobalt,R
kobold,R
koĉenil,R
kod,R
koeficient,R
kojn,R
kok,R
kokcinel,R
koket,R
kokluŝ,R
kokos,R
koks,R
kol,R
kolbas,R
koleg,R
kolegi,R
kolekt,R
kolektiv,R
koler,R
kolibr,R
kolimb,R
kolin,R
kolizi,R
kolofon,R
kolomb,R
kolon,R
kolonel,R
kolor,R
kolport,R
kolubr,R
kolum,R
kolumn,R
kom,R
komand,R
komb,R
kombin,R
komedi,R
komenc,R
komentari,R
komerc,R
komfort,R
komik,R
komisar,R
komisi,R
komision,R
komitat,R
komiz,R
komod,R
kompakt,R
kompani,R
kompar,R
kompat,R
kompens,R
kompetent,R
komplement,R
komplet,R
komplez,R
komplik,R
kompon,R
kompost,R
kompren,R
kompres,R
kompromit,R
komun,R
komuni,R
komunik,R
komunum,R
kon,R
koncentr,R
koncept,R
koncern,R
koncert,R
kondamn,R
kondiĉ,R
kondolenc,R
konduk,R
kondut,R
konferenc,R
konfes,R
konfid,R
konfidenc,R
konfirm,R
konfit,R
konflikt,R
konform,R
konfuz,R
kongres,R
konjekt,R
konjugaci,R
konjunkci,R
konk,R
konklud,R
konkord,R
konkur,R
konkurs,R
konsci,R
konscienc,R
konsekvenc,R
konsent,R
konserv,R
konsider,R
konsil,R
konsist,R
konsol,R
konsonant,R
konspir,R
konstant,R
konstat,R
konstern,R
konstituci,R
konstru,R
konsul,R
konsum,R
kont,R
kontant,R
kontent,R
kontest,R
kontor,R
kontrakt,R
kontraŭ,Z
kontrol,R
kontur,R
kontuz,R
konus,R
konval,R
konven,R
konverĝ,R
konversaci,R
konvert,R
konvink,R
konvulsi,R
kopi,R
kor,R
koran,R
korb,R
kord,R
korekt,R
korespond,R
koridor,R
kork,R
korn,R
kornic,R
kornik,R
korp,R
korporaci,R
korpus,R
kort,R
korv,R
kosekant,R
kosinus,R
kosm,R
kost,R
kostum,R
kot,R
koton,R
koturn,R
kov,R
kovert,R
kovr,R
kraĉ,R
krad,R
krajon,R
krak,R
kraken,R
kramp,R
kran,R
krani,R
kratag,R
krater,R
kravat,R
kre,R
kred,R
kredit,R
krem,R
kren,R
krep,R
krepusk,R
kres,R
kresk,R
krest,R
kret,R
krev,R
krez,R
kri,R
kribr,R
kril,R
krim,R
kriminal,R
kring,R
kripl,R
krisp,R
krist,R
Krist,R
kristal,R
kritik,R
kriz,R
kroĉ,R
krokodil,R
krom,Z
kron,R
kronik,R
krop,R
kroz,R
kruc,R
kruĉ,R
krud,R
kruel,R
krup,R
krur,R
krust,R
krut,R
kub,R
kubut,R
kudr,R
kuf,R
kugl,R
kuir,R
kuk,R
kukol,R
kukum,R
kukurb,R
kul,R
kuler,R
kulp,R
kult,R
kultur,R
kun,Z
kunikl,R
kup,R
kupol,R
kupon,R
kupr,R
kur,R
kurac,R
kuraĝ,R
kurator,R
kurb,R
kurent,R
kurier,R
kurioz,R
kurs,R
kurten,R
kusen,R
kuŝ,R
kutim,R
kuv,R
kuz,R
kvadrat,R
kvalit,R
kvankam,X
kvant,R
kvar,N
kvaranten,R
kvarc,R
kvart,R
kvartal,R
kvazaŭ,X
kverk,R
kviet,R
kvin,N
kvit,R
kvitanc,R
l,R
la,X
labor,R
laboratori,R
lac,R
lacert,R
laĉ,R
lad,R
laf,R
lag,R
lak,R
lake,R
laks,R
lakt,R
lam,R
lamen,R
lamp,R
lampir,R
lan,R
land,R
lang,R
lantern,R
lanug,R
lap,R
lard,R
larĝ,R
laring,R
